sent_index,main_topic,main_prob,sentence
791,4,0.9633,习近平在重要讲话中系统总结新时代以来我国周边工作的成就和经验，科学分析形势，明确了今后一个时期周边工作的目标任务和思路举措，强调要聚焦构建周边命运共同体，努力开创周边工作新局面
792,3,0.4112,要坚持以习近平新时代中国特色社会主义思想为指导，紧紧围绕党和国家中心任务，统筹国内国际两个大局、发展安全两件大事，高举人类命运共同体旗帜，以建设和平、安宁、繁荣、美丽、友好“五大家园”为共同愿景，以睦邻、安邻、富邻、亲诚惠容、命运与共为理念方针，以和平、合作、开放、包容的亚洲价值观为基本遵循，以高质量共建“一带一路”为主要平台，以安危与共、求同存异、对话协商的亚洲安全模式为战略支撑，携手周边国家共创美好未来
793,4,0.9632,习近平在重要讲话中系统总结新时代以来我国周边工作的成就和经验，科学分析形势，明确了今后一个时期周边工作的目标任务和思路举措，强调要聚焦构建周边命运共同体，努力开创周边工作新局面
794,3,0.4112,要坚持以习近平新时代中国特色社会主义思想为指导，紧紧围绕党和国家中心任务，统筹国内国际两个大局、发展安全两件大事，高举人类命运共同体旗帜，以建设和平、安宁、繁荣、美丽、友好“五大家园”为共同愿景，以睦邻、安邻、富邻、亲诚惠容、命运与共为理念方针，以和平、合作、开放、包容的亚洲价值观为基本遵循，以高质量共建“一带一路”为主要平台，以安危与共、求同存异、对话协商的亚洲安全模式为战略支撑，携手周边国家共创美好未来
795,0,0.9872,《习近平经济文选》第一卷，为全党全国各族人民深入学习贯彻习近平新时代中国特色社会主义思想特别是习近平经济思想提供了权威教材
796,0,0.9973,比如，习近平总书记在《不断开拓当代中国马克思主义政治经济学新境界》中对当代中国马克思主义政治经济学的许多重要理论成果进行深刻总结，指出“这些理论成果，马克思主义经典作家没有讲过，改革开放前我们也没有这方面的实践和认识，是适应当代中国国情和时代特点的政治经济学，不仅有力指导了我国经济发展实践，而且开拓了马克思主义政治经济学新境界”，要求“立足我国国情和我们的发展实践，深入研究世界经济和我国经济面临的新情况新问题，揭示新特点新规律，提炼和总结我国经济发展实践的规律性成果，把实践经验上升为系统化的经济学说，不断开拓当代中国马克思主义政治经济学新境界，为马克思主义政治经济学创新发展贡献中国智慧”；在《深化对中长期经济社会发展重大问题的认识》中指出：“时代课题是理论创新的驱动力”“新时代改革开放和社会主义现代化建设的丰富实践是理论和政策研究的‘富矿’，我国经济社会领域理论工作者大有可为”；等等
797,0,0.6849,习近平经济思想的实践品格，表现为从新时代中国经济发展实践出发，聚焦国际国内环境深刻复杂变化和经济运行面临的风险挑战，不断总结实践经验，不断深化对经济工作的规律性认识，提出一系列新理念新思想新战略，为推动我国经济高质量发展、科学应对重大风险挑战、全面建设社会主义现代化国家提供了锐利思想武器，引领我国经济发展取得历史性成就、发生历史性变革
798,0,0.6386,"”
进入新时代，我国社会主要矛盾发生转变，以习近平同志为核心的党中央牢牢把握生产力和生产关系、经济基础和上层建筑矛盾运动的基本原理，坚持把马克思主义基本原理同中国具体实际、同中华优秀传统文化相结合，对我国经济发展作出了增长速度换挡期、结构调整阵痛期、前期刺激政策消化期“三期叠加”的重大判断，并在此基础上提出创新、协调、绿色、开放、共享的新发展理念"
799,4,0.9558,新发展理念是新时代我国发展思路、发展方向、发展着力点的集中体现
800,0,0.5124,坚持和完善社会主义基本经济制度，为新时代中国经济发展提供了有力的制度保障
801,3,0.4557,比如，习近平总书记在《共担时代责任，共促全球发展》中指出：“面对经济全球化带来的机遇和挑战，正确的选择是，充分利用一切机遇，合作应对一切挑战，引导好经济全球化走向”；在《新时代新征程中国共产党的使命任务》中指出：“我们坚定站在历史正确的一边、站在人类文明进步的一边，高举和平、发展、合作、共赢旗帜，在坚定维护世界和平与发展中谋求自身发展，又以自身发展更好维护世界和平与发展”；在《加快构建新发展格局，把握未来发展主动权》中指出：“推动共建‘一带一路’高质量发展，积极参与国际经贸规则谈判，推动形成开放、多元、稳定的世界经济秩序，为实现国内国际两个市场两种资源联动循环创造条件”；等等
802,4,0.9788,"三、经验启示
新时代以来，我国能源事业取得了举世瞩目的发展成就，走出了一条具有中国特色的能源发展之路"
803,1,0.5913,"（一）坚持党对能源工作的全面领导
新时代的能源发展，始终在党的领导下坚定前行"
804,1,0.5366,必须坚持以习近平新时代中国特色社会主义思想为指导，毫不动摇坚持党对能源工作的全面领导，充分发挥党的政治优势、组织优势、制度优势，确保能源事业始终保持正确发展方向，确保能源战线在党的旗帜下步调一致向前进，筑牢能源持续健康发展的政治根基
805,4,0.9652,"（二）坚持以人民为中心的发展思想
进入新时代，人民用能需求已经从“有没有”向“好不好”转变"
806,3,0.48,新时代以来，习近平主席把握国际大势和地区发展规律，创造性提出亲诚惠容周边外交理念，推动中国同周边国家睦邻友好、合作共赢、融合共生，开创中国周边外交新局面，中国同西北要邻中亚国家关系进入新纪元
807,2,0.5954,新时代新征程，落实加快建设世界一流大学和一流学科的战略决策，办出中国特色世界一流大学，归根到底要求高等教育站在服务中国式现代化的最前列，以打头阵、当尖兵的奋斗姿态，为建设教育强国发挥示范性作用、作出引领性贡献
808,4,0.6649,我们要坚持以习近平新时代中国特色社会主义思想为指导，深入学习贯彻党的二十届三中全会精神和全国教育大会精神，发挥一流大学的龙头带动和示范引领作用，抓住培养社会主义建设者和接班人这个根本，把服务新质生产力发展摆在突出位置，以深化教育科技人才体制机制一体改革为重要牵引，以扩大高水平对外开放为重要动力，推动科技自主创新和人才自主培养良性互动、质效提升，挺膺担当、笃志奋斗，坚定不移为建设教育强国打头阵、当尖兵
809,0,0.9945,”高校要坚持用党的创新理论铸时代新人之魂，与时俱进推动习近平新时代中国特色社会主义思想进教材、进课堂、进头脑工作，构建以习近平新时代中国特色社会主义思想为核心内容的课程教材体系，以中国特色社会主义取得的举世瞩目成就为内容支撑，以中华优秀传统文化、革命文化和社会主义先进文化为力量根基，把道理讲深讲透讲活，守正创新推动思政课建设内涵式发展，不断提高思政课的针对性和吸引力
810,4,0.5139,落实新时代立德树人工程，构建完善思想政治教育体系，筑牢办学育人“承重墙”，系统塑造立德树人的新生态新格局
811,2,0.6415,中国首位进入太空的女航天员刘洋作为世界杰出妇女代表以视频方式作主旨发言，介绍新时代中国妇女事业高质量发展理念成就
812,0,0.9924,前不久出版发行的《习近平经济文选》第一卷，收入习近平总书记2012年11月至2024年12月期间关于经济建设最重要、最基本的著作74篇，为全党全国各族人民深入学习贯彻习近平新时代中国特色社会主义思想特别是习近平经济思想提供了权威教材
813,0,0.9814,党的十八大以来，以习近平同志为核心的党中央在指导推动新时代我国经济发展的实践中，形成和发展了习近平经济思想
814,0,0.9959,习近平经济思想是习近平新时代中国特色社会主义思想的重要组成部分，是对新时代经济发展实践经验的系统理论概括，是中国共产党不懈探索社会主义经济发展道路形成的宝贵思想结晶，全面、集中、深刻反映了我们党对经济发展规律特别是社会主义经济发展规律的新认识，为推动我国经济高质量发展、科学应对重大风险挑战、全面建设社会主义现代化国家提供了锐利思想武器，引领我国经济发展取得历史性成就、发生历史性变革，实现了马克思主义政治经济学中国化时代化的新飞跃
815,0,0.9896,习近平总书记的这些重要论述，深刻阐明了新时代不断丰富和发展马克思主义政治经济学、中国特色社会主义政治经济学的重大原则，为构建中国经济学自主知识体系指明了正确方向、提供了根本遵循
816,0,0.9899,”习近平经济思想就是我们党领导人民在发展新时代中国特色社会主义经济的伟大实践中创造的具有鲜明主体性原创性的理论成果，为丰富和发展马克思主义政治经济学作出了重要原创性贡献
817,0,0.8625,习近平经济思想的原创性，来自对中国特色社会主义经济建设新的时代课题的科学解答，这个新的时代课题就是：必须在理论和实践的结合中系统回答新时代如何坚持和发展中国特色社会主义经济，实现更高质量、更有效率、更加公平、更可持续、更为安全的发展，为全面建成社会主义现代化强国、实现中华民族伟大复兴提供坚实经济基础，为推动经济全球化健康发展、推动构建人类命运共同体贡献中国力量
818,4,0.7238,"在对这一时代课题的科学解答中，习近平经济思想坚持马克思主义政治经济学的基本原理和方法，同时又适应新形势、应对新挑战、解决新问题，提出了一系列新概念、新范畴、新表述、新论断、新原理，形成了一系列新的规律性认识，主要包括：
创新性提出党中央集中统一领导是做好经济工作的根本保证，加强党对经济工作的全面领导，发挥党总揽全局、协调各方的领导核心作用；创新性提出坚持以人民为中心的发展思想，坚持发展为了人民、发展依靠人民、发展成果由人民共享，更好满足人民对美好生活的向往，推动人的全面发展、社会全面进步，努力促进全体人民共同富裕取得更为明显的实质性进展；创新性提出树立和坚持创新、协调、绿色、开放、共享的发展理念，贯彻新发展理念明确了我国现代化建设的指导原则，是新时代我国发展壮大的必由之路，把新发展理念贯彻到经济社会发展全过程和各领域；创新性提出我国经济已由高速增长阶段转向高质量发展阶段，坚持以推动高质量发展为主题，推动经济实现质的有效提升和量的合理增长；创新性提出因地制宜发展新质生产力，发展以高技术、高效能、高质量为特征的生产力；创新性提出公有制为主体、多种所有制经济共同发展，按劳分配为主体、多种分配方式并存，社会主义市场经济体制等社会主义基本经济制度；创新性提出使市场在资源配置中起决定性作用，更好发挥政府作用，构建高水平社会主义市场经济体制，推动有效市场和有为政府更好结合；创新性提出在社会主义市场经济体制下，资本是带动各类生产要素集聚配置的重要纽带，是促进社会生产力发展的重要力量，要发挥资本促进社会生产力发展的积极作用，依法规范和引导我国资本健康发展；创新性提出坚持深化供给侧结构性改革和着力扩大有效需求协同发力，构建以国内大循环为主体、国内国际双循环相互促进的新发展格局；创新性提出加快建设现代化经济体系，加快建设现代化产业体系，深刻把握新时代新征程推进新型工业化的基本规律，积极主动适应和引领新一轮科技革命和产业变革，把高质量发展的要求贯穿新型工业化全过程，把建设制造强国同发展数字经济、产业信息化等有机结合，推动新型工业化、信息化、城镇化、农业现代化同步发展；创新性提出坚持城乡融合发展，走中国特色社会主义乡村振兴道路，强化乡村全面振兴与新型城镇化有机结合，推动形成工农互促、城乡互补、协调发展、共同繁荣的新型工农城乡关系；创新性提出坚定不移走中国特色金融发展之路，加快构建中国特色现代金融体系，积极培育中国特色金融文化，推动我国金融高质量发展；创新性提出推进高水平对外开放，推动普惠包容的经济全球化，携手高质量共建“一带一路”，践行全人类共同价值，践行全球发展倡议、全球安全倡议、全球文明倡议，携手构建人类命运共同体；创新性提出统筹好发展和安全，以高质量发展促进高水平安全，以高水平安全保障高质量发展；创新性提出坚持正确工作策略和方法，坚持用全面、辩证、长远的眼光分析当前经济形势，坚持稳中求进工作总基调，更好把握稳和进的关系，努力在危机中育新机、于变局中开新局；等等"
819,0,0.994,这些重要原创性理论成果，从新时代国内外形势新变化和实践新要求出发，深刻回答了马克思主义经典作家没有讲过、我们的前人从未遇到过、西方经济理论不可能解决的时代新课题，充分体现了习近平经济思想守正创新的马克思主义理论品格，极大充实了马克思主义政治经济学的理论宝库，赋予马克思主义政治经济学以新的时代内涵，为丰富和发展马克思主义政治经济学作出了重要原创性贡献
820,0,0.9883,进入新时代，中国特色社会主义经济理论、经济制度、经济实践日益丰富、日趋成熟，我们因此有了更大的必要和可能构建“系统化的经济学说”，用更加完备的体系论证中国特色社会主义政治经济学的科学性
821,0,0.9749,习近平经济思想就是新时代我国经济发展系统化的经济学说和更加完备的理论体系
822,4,0.6875,强调社会主义的根本任务是解放和发展社会生产力，发展是党执政兴国的第一要务，是解决我国一切问题的基础和关键；强调中国特色社会主义进入了新时代，我国经济发展也进入了新时代，基本特征就是我国经济已由高速增长阶段转向高质量发展阶段；强调高质量发展是全面建设社会主义现代化国家的首要任务，是新时代的硬道理，是“十四五”乃至更长时期我国经济社会发展的主题，关系我国社会主义现代化建设全局；强调推动高质量发展是我们当前和今后一个时期确定发展思路、制定经济政策、实施宏观调控的根本要求；强调发展新质生产力是推动高质量发展的内在要求和重要着力点；等等
823,0,0.9696,以推动高质量发展为主题，充分反映了新时代中国特色社会主义政治经济学突出的时代特征
824,0,0.5694,立足新时代我国经济发展现实，贯穿生产力和生产关系、经济基础和上层建筑的矛盾运动，涵盖了生产、分配、交换、消费等主要环节和基本经济制度、经济体制、经济运行、经济发展、对外开放、宏观经济治理、工作方法等主要方面，用系统化的学说揭示了经济发展特别是社会主义经济发展的内在规律，形成了系统完整的新时代中国特色社会主义政治经济学理论体系
825,0,0.9909,习近平总书记在《长期坚持、不断丰富发展新时代中国特色社会主义经济思想》中指出，这一思想是“推动我国经济发展实践的理论结晶，是运用马克思主义基本原理对中国特色社会主义政治经济学的理性概括，是党和国家十分宝贵的精神财富，必须长期坚持、不断丰富发展”
826,0,0.9814,进入新时代，中国特色社会主义正成为21世纪科学社会主义发展的旗帜，成为振兴世界社会主义的中流砥柱
827,4,0.9736,文章指出，在新时代科技事业发展实践中，我们不断深化规律性认识，积累了许多重要经验
828,4,0.9713,在新时代科技事业发展实践中，我们不断深化规律性认识，积累了许多重要经验
829,4,0.9736,文章指出，在新时代科技事业发展实践中，我们不断深化规律性认识，积累了许多重要经验
830,3,0.9809,2023年10月，构建中老命运共同体新的五年行动计划签署，为新时代中老关系发展和命运共同体建设擘画美好蓝图
831,3,0.9223,“中方提出构建人类命运共同体理念和全球发展倡议、全球安全倡议、全球文明倡议，为共同建设一个持久和平、普遍安全、共同繁荣、开放包容、清洁美丽的世界指明了方向，有助于塑造人类文明对话和相互理解的新时代
832,2,0.4259,新时代新征程，中国宝武将始终坚持以习近平新时代中国特色社会主义思想为指导，以更高的站位、更实的举措、更强的担当，助力高质量共建“一带一路”走深走实，为构建开放型世界经济贡献央企智慧和钢铁力量
833,3,0.687,"把握大势，促进增长——
“向国际社会传递推进普惠包容的经济全球化的信心”
新时代以来，习近平主席5次在博鳌亚洲论坛年会上发表主旨演讲，为推动地区发展繁荣凝聚起亚洲共识，为应对全球性挑战提供中国方案，为推进普惠包容的经济全球化指明方向"
834,4,0.9926,习近平总书记在党的二十届三中全会第二次全体会议上的讲话中指出，《决定》提出进一步全面深化改革需要遵循的“六个坚持”原则，是对改革开放以来特别是新时代全面深化改革宝贵经验的科学总结，是我们党不断深化对改革的规律性认识的重大成果，对于增强进一步全面深化改革的科学性、预见性、主动性、创造性，推动改革行稳致远，具有重大指导意义
835,0,0.9917,党的十八大以来，习近平总书记创造性提出关于全面深化改革的一系列新思想、新观点、新论断，形成了内涵丰富、科学系统的思想体系，科学回答了在新时代举什么旗、走什么路，为什么要全面深化改革、怎样全面深化改革等一系列重大理论和实践问题
836,1,0.5603,进一步全面深化改革，需要全面贯彻习近平新时代中国特色社会主义思想，深入学习贯彻习近平总书记关于全面深化改革的一系列新思想、新观点、新论断，完整准确全面贯彻新发展理念
837,4,0.9847,《决定》中提出的“六个坚持”“三个更加注重”，既是对改革开放以来特别是新时代全面深化改革宝贵经验的科学总结，也是我们党不断深化对改革的规律性认识的重大成果
838,0,0.9801,守正创新，是我们党在新时代治国理政的重要思想方法，也是进一步全面深化改革的重大原则
839,0,0.9866,习近平新时代中国特色社会主义思想开辟了马克思主义中国化时代化新境界，实现了马克思主义中国化时代化新的飞跃，为新时代党和国家事业发展提供了根本遵循
840,4,0.6508,文化是国家和民族之魂，进一步全面深化改革是一项复杂的系统工程，《决定》聚焦建设社会主义文化强国，提出“深化文化体制机制改革”的重大任务，并围绕“激发全民族文化创新创造活力”提出完善意识形态工作责任制、优化文化服务和文化产品供给机制、健全网络综合治理体系、构建更有效力的国际传播体系等具体要求，为新时代新征程文化改革发展指明前进方向
841,4,0.7401,党的十八大以来，以习近平同志为核心的党中央坚持把教育作为国之大计、党之大计，作出加快教育现代化、建设教育强国的重大决策，推动新时代教育事业取得历史性成就、发生格局性变化
842,4,0.8307,中共中央、国务院印发的《教育强国建设规划纲要（2024—2035年）》，以习近平新时代中国特色社会主义思想为指导，深入贯彻全国教育大会精神，以“八大体系”为基本结构，将深化改革贯穿全文，突出教育科技人才一体统筹部署，推出一系列创新举措，推动从教育大国向教育强国的系统跃升
843,4,0.4986,新时代新征程，要全面构建“八大体系”，必须正确理解其科学内涵和实践路径，这样才能以战略思维着眼全局、以系统思维协同各方、以辩证思维把握规律，奋发有为推动教育强国建设，为全面建设社会主义现代化国家、全面推进中华民族伟大复兴提供有力支撑
844,0,0.9725,当前，必须坚持用习近平新时代中国特色社会主义思想凝心铸魂
845,0,0.9814,全面构建固本铸魂的思想政治教育体系，要坚持不懈用习近平新时代中国特色社会主义思想铸魂育人
846,0,0.7499,要坚持以党的创新理论为指导，开好讲好“习近平新时代中国特色社会主义思想概论”课，系统完善中小学思政课课程标准，整体优化设计高校思政课课程方案，推进大中小学思政课一体化改革创新，特别是持续推动“大思政课”建设走深走实，进一步加强党政领导干部在思想政治教育中的作用
847,4,0.9876,素质精良的教师队伍体系，是对新时代高水平教师队伍精神品格锤炼、专业素养强化与队伍结构优化等主要建设目标的高度凝练，是新时代高水平教师队伍建设更加突出质量与效能的核心要义和实践要求
848,0,0.9938,近日出版的《习近平经济文选》第一卷，精选精编收入习近平总书记关于经济建设最重要、最基本的文稿74篇，真实记录了以习近平同志为核心的党中央观大势、谋全局、干实事，成功驾驭我国经济发展大局的非凡历程和取得的显著成就，科学总结了新时代推动经济发展的宝贵实践经验，系统反映了习近平经济思想的丰富内涵、科学体系和原创性贡献
849,0,0.9921,"一、不断回答新时代经济发展的一系列重大理论和实践问题，引领我国经济发展取得历史性成就、发生历史性变革
中国特色社会主义进入新时代，世界经济和我国经济都面临许多新的重大课题，需要作出科学的理论回答"
850,0,0.9926,2017年12月召开的中央经济工作会议，首次明确提出并阐述习近平新时代中国特色社会主义经济思想（即习近平经济思想），强调这一思想是推动我国经济发展实践的理论结晶，是中国特色社会主义政治经济学的最新成果，是党和国家十分宝贵的精神财富，必须长期坚持、不断丰富发展
851,0,0.9801,在习近平经济思想科学引领下，新时代我国经济发展取得历史性成就、发生历史性变革
852,0,0.8412,实践充分证明，新时代我国经济航船乘风破浪、行稳致远，根本在于习近平总书记掌舵领航，在于习近平经济思想科学指引
853,0,0.9942,习近平经济思想坚持用政治眼光观察和分析经济社会问题，从讲政治的高度思考和推进经济社会发展，创造性地提出坚持党对经济工作的全面领导和坚持以人民为中心的发展思想的重大理论观点，深刻阐明了社会主义条件下经济和政治高度统一的辩证关系，深刻阐明了新时代实现社会主义生产目的的主要任务和方针政策，深化了我们党对共产党执政规律、社会主义建设规律、人类社会发展规律的认识
854,0,0.9008,习近平经济思想在深入总结丰富历史经验和新鲜实践经验基础上，提炼形成中国式现代化理论，深刻阐明中国式现代化的根本性质、中国特色、本质要求、重大原则、重大关系等重要观点，对实现中国式现代化提出目标、作出规划、形成战略部署，使新时代新征程我国经济发展的目标任务更加清晰、更加科学、更加可感可行，为推进中国式现代化提供了根本遵循
855,2,0.5603,这些重要论述，体现在这部专题文选收入的《新时代新征程中国共产党的使命任务》《以中国式现代化全面推进强国建设、民族复兴伟业》《深入学习领会党的二十届三中全会精神》等重要文稿中
856,0,0.9903,习近平经济思想科学把握我国社会主要矛盾变化和经济发展的阶段性特征，以一系列新思想、新观点、新论断科学回答了新时代实现什么样的发展、怎样实现发展的重大问题，深刻阐明新时代我国经济发展的理念原则和鲜明主题
857,1,0.9871,进入新发展阶段是中华民族伟大复兴历史进程的大跨越，完整准确全面贯彻新发展理念是新时代我国发展壮大的必由之路，构建新发展格局是事关全局的系统性、深层次变革，是立足当前、着眼长远的战略谋划
858,0,0.9903,习近平经济思想既系统回答了新时代经济发展怎么看等一系列重大理论问题，又深刻阐明了新时代经济发展怎么干等一系列重大实践问题，为做好新时代经济工作明确了战略部署和重大举措
859,0,0.9943,习近平经济思想深刻回答了我国经济发展的时代之问、人民之问、历史之问，是对新时代经济发展实践作出的系统理论概括，是我们党不懈探索社会主义经济发展道路形成的宝贵思想结晶，标志着我们党对我国经济发展规律的认识达到了新高度，开拓了中国特色社会主义政治经济学新境界，为丰富发展马克思主义政治经济学贡献了中国智慧
860,0,0.9926,习近平经济思想坚持以辩证唯物主义和历史唯物主义科学世界观方法论认识世界、改造世界，创造性提出一系列科学的思想方法和工作方法，既讲是什么、为什么，又讲怎么看、怎么办，既部署“过河”的任务，又指导解决“桥或船”的问题，具有鲜明的科学性、人民性、时代性、实践性、开放性，为新时代做好经济工作提供了方法论指引
861,0,0.9921,习近平经济思想具有广阔时代背景、深厚理论渊源和坚实实践基础，蕴含着宏阔的历史视野、坚定的文化自信、深远的战略考量，是立足国情、造福人民、放眼世界、引领未来的科学理论，为做好新时代新征程经济工作指明了正确方向、提供了根本遵循
862,3,0.8381,12年来，从美好愿景到丰富实践，这一新时代中国特色大国外交追求的崇高目标，已成为推动命运与共、“同球共济”的潮流
863,3,0.983,从牵头发起金砖国家遥感卫星星座，到持续建设“一带一路”空间信息走廊；从嫦娥六号彰显十足“国际范儿”，到磋商选拔训练外籍航天员……航天合作的“硬核浪漫”，是新时代中国推动构建人类命运共同体的生动写照
864,3,0.9854,“中国愿同各国一道，做友好合作的践行者、文明互鉴的推动者、构建人类命运共同体的参与者，共同开创世界的美好未来”——这是新时代中国与各国携手构建人类命运共同体的宣示
865,4,0.9915,今年全国两会期间，习近平总书记在看望参加全国政协十四届三次会议的民盟、民进、教育界委员时，强调强化教育对科技和人才的支撑作用，深刻阐述了新时代新征程教育的先导性、基础性支撑作用；强调建设教育强国、科技强国、人才强国，“必须坚持正确办学方向”，“是全党全社会的共同责任”
866,4,0.996,2024年9月9日至10日，全国教育大会在北京召开，对新时代新征程加快建设教育强国作出动员部署，习近平总书记在大会上的重要讲话凸显了教育的政治属性、人民属性、战略属性（以下简称“三大属性”），强调我们要建成的教育强国，是中国特色社会主义教育强国，应当具有强大的思政引领力、人才竞争力、科技支撑力、民生保障力、社会协同力、国际影响力（以下简称“六大特质”），科学回答了“为什么要建设教育强国，建设什么样的教育强国，怎样建设教育强国”这个时代命题，为建设教育强国指明了前进方向、提供了根本遵循
867,0,0.9787,从实践看，尤其是要用习近平新时代中国特色社会主义思想铸魂育人，全面实施新时代立德树人工程
868,2,0.9477,加强和改进新时代学校思想政治教育
869,0,0.9887,全面构建固本铸魂的思想政治教育体系，加快构建以习近平新时代中国特色社会主义思想为核心内容的课程教材体系，推进党的创新理论最新成果进教材，推进大中小学思政课一体化改革创新
870,0,0.5436,将新时代伟大变革成功案例及其蕴含的道理学理哲理融入学校思想政治教育，让学生用脚步丈量祖国大地、用眼睛发现中国精神、用耳朵倾听人民呼声、用内心感应时代脉搏，从而深刻领悟“两个确立”的决定性意义，坚决做到“两个维护”，确保广大学生始终忠于党、忠于国家、忠于人民、忠于社会主义，坚定马克思主义信仰、中国特色社会主义信念、中华民族伟大复兴信心，坚定不移听党话、跟党走，切实提升思政引领力
871,0,0.9659,进入新时代，习近平总书记指出：“让老百姓过上好日子是我们一切工作的出发点和落脚点
872,4,0.5199,新征程上，我们要坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻习近平总书记关于教育的重要论述，坚持党对教育工作的全面领导，牢牢坚持“三大属性”，胸怀“国之大者”，扎实实施《纲要》，以钉钉子精神抓好落实，以百年树人的战略眼光、百舸争流的奋斗姿态，将“三大属性”的根本要求体现到提升“六大特质”、全面构建“八大体系”的过程中，转化为加快推进教育高质量发展、加快建设教育强国的生动实践
873,4,0.9915,今年全国两会期间，习近平总书记在看望参加全国政协十四届三次会议的民盟、民进、教育界委员时，强调强化教育对科技和人才的支撑作用，深刻阐述了新时代新征程教育的先导性、基础性支撑作用；强调建设教育强国、科技强国、人才强国，“必须坚持正确办学方向”，“是全党全社会的共同责任”
874,4,0.996,2024年9月9日至10日，全国教育大会在北京召开，对新时代新征程加快建设教育强国作出动员部署，习近平总书记在大会上的重要讲话凸显了教育的政治属性、人民属性、战略属性（以下简称“三大属性”），强调我们要建成的教育强国，是中国特色社会主义教育强国，应当具有强大的思政引领力、人才竞争力、科技支撑力、民生保障力、社会协同力、国际影响力（以下简称“六大特质”），科学回答了“为什么要建设教育强国，建设什么样的教育强国，怎样建设教育强国”这个时代命题，为建设教育强国指明了前进方向、提供了根本遵循
875,0,0.9787,从实践看，尤其是要用习近平新时代中国特色社会主义思想铸魂育人，全面实施新时代立德树人工程
876,2,0.9477,加强和改进新时代学校思想政治教育
877,0,0.9887,全面构建固本铸魂的思想政治教育体系，加快构建以习近平新时代中国特色社会主义思想为核心内容的课程教材体系，推进党的创新理论最新成果进教材，推进大中小学思政课一体化改革创新
878,0,0.5437,将新时代伟大变革成功案例及其蕴含的道理学理哲理融入学校思想政治教育，让学生用脚步丈量祖国大地、用眼睛发现中国精神、用耳朵倾听人民呼声、用内心感应时代脉搏，从而深刻领悟“两个确立”的决定性意义，坚决做到“两个维护”，确保广大学生始终忠于党、忠于国家、忠于人民、忠于社会主义，坚定马克思主义信仰、中国特色社会主义信念、中华民族伟大复兴信心，坚定不移听党话、跟党走，切实提升思政引领力
879,0,0.9659,进入新时代，习近平总书记指出：“让老百姓过上好日子是我们一切工作的出发点和落脚点
880,4,0.5199,新征程上，我们要坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻习近平总书记关于教育的重要论述，坚持党对教育工作的全面领导，牢牢坚持“三大属性”，胸怀“国之大者”，扎实实施《纲要》，以钉钉子精神抓好落实，以百年树人的战略眼光、百舸争流的奋斗姿态，将“三大属性”的根本要求体现到提升“六大特质”、全面构建“八大体系”的过程中，转化为加快推进教育高质量发展、加快建设教育强国的生动实践
881,4,0.6792,自2014年10月在法兰克福国际书展举行首发式以来，《习近平谈治国理政》已出版4卷、42个语种，海外发行覆盖180多个国家和地区，在全球近1700家重要图书馆上架借阅，受到国际社会广泛关注和高度赞誉，成为当今世界翻译出版语种最多、覆盖范围最广、影响力最大的领袖著作之一，是国际社会读懂习近平新时代中国特色社会主义思想、读懂中国共产党、读懂新时代中国、读懂中国式现代化的权威读本和重要文献
882,0,0.9896,"展现强大真理力量
《习近平谈治国理政》思想精深、影响深远，彰显广泛吸引力和强大感召力，根本在于习近平新时代中国特色社会主义思想的真理力量和实践伟力"
883,0,0.7585,《习近平谈治国理政》充分展现了大党大国领袖既植根中国又胸怀天下的博大情怀，全面系统展示了新时代中国共产党人对中国之问、世界之问、人民之问、时代之问的深邃思考和科学回答
884,0,0.6633,党的十八大以来，以习近平同志为核心的党中央团结带领全党全国各族人民在新时代坚持和发展中国特色社会主义、以中国式现代化全面推进中华民族伟大复兴，创立了习近平新时代中国特色社会主义思想，为强国建设、民族复兴提供了根本遵循和行动指南
885,0,0.9967,《习近平谈治国理政》集中反映了习近平新时代中国特色社会主义思想的发展脉络和重要内容，已出版的第一至四卷共75个专题379篇讲话、谈话、演讲、致辞、指示、贺信等，紧紧围绕“新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义，建设什么样的社会主义现代化强国、怎样建设社会主义现代化强国，建设什么样的长期执政的马克思主义政党、怎样建设长期执政的马克思主义政党”等重大时代课题展开，从不同角度全面展现党的重大理论创新成果，系统反映习近平新时代中国特色社会主义思想的科学体系、核心要义、实践要求，为各国政要、学者和普通民众等提供了一个集中观察新时代中国和中华文明、了解中国式现代化经验的鲜活窗口
886,0,0.734,作为中华文化和中国精神的时代精华，习近平新时代中国特色社会主义思想扎根中华文化沃土、彰显中华文明包容性，倡导不同文明相互尊重、包容共存，让中华文明同各国人民创造的多彩文明一道，为人类提供正确精神指引
887,4,0.6248,多国知名出版机构主动联系，希望出版这部著作的当地语言文版，以满足本国读者了解新时代中国、了解中华文明的热烈需求
888,0,0.9836,"积淀宝贵传播经验
翻译出版和宣传推介《习近平谈治国理政》是引领新时代国际传播工作的重大工程"
889,0,0.7485,多语种翻译、出版发行、立体宣介等全链条各环节遵循国际传播规律，坚持以我为主，坚持守正创新，贴近国外读者，突出效果导向，成为新时代国际传播的金字品牌，为构建更有效力的国际传播体系积累了宝贵经验
